,date,url,filing,filers_name,title
756,11/08/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F7DD8F7C14F0E548852581D200319E31/$FILE/Lord, Ellen McCausland EA Certification 1 of 1.pdf","Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
757,11/06/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A0A1D4D7FB3BA224852581D0006CE4D5/$FILE/Ross, Wilbur EA Certification Combined 1-3.pdf","Ross, Wilbur L",Department of Commerce,Secretary
758,11/03/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Brouillette,"Brouillette, Danny R",Department of Energy,Deputy Secretary
759,11/02/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/19332D896662F34C852581CC0027052A/$FILE/Heather-A-Wilson-09.10.2017-278T.pdf,"Wilson, Heather A",Department Of The Air Force,Secretary
760,11/02/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A2F92C4C8E0F004D852581CC002701BB/$FILE/Stanley-Fischer-10.16.2017-278T.pdf,"Fischer, Stanley",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
761,11/02/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A6EC8409922D8363852581CC0027017E/$FILE/Elisabeth-P-DeVos-10.01.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
762,10/28/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1EB6BF7D2FF2202D852581C7002702DA/$FILE/Robert-E-Lighthizer-10.11.2017-278T.pdf,"Lighthizer, Robert E",Office Of The Us Trade Representative,Us Trade Representative
763,10/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E0AB2EA501037D8F852581C6002C2077/$FILE/Lighthizer all EA Certification.pdf,"Lighthizer, Robert E",Office of The Us Trade Representative,U.S. Trade Representative
764,10/27/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6BCB732FBF7927F4852581C6002C2035/$FILE/Green, EA Certification 1 of 1.pdf","Green, Mark A",Agency for International Development (AID),Administrator
765,10/26/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F255F92DB2DED8BA852581C50027063D/$FILE/Robert-O-Work-2017-278Term.pdf,"Work, Robert",Department Of Defense/Office Of The Secretary,Deputy Secretary
766,10/26/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/93A2AAC7BED50F94852581C500270524/$FILE/Nielsen, Kirstjen  final278.pdf","Nielsen, Kirstjen",Department of Homeland Security,Secretary
767,10/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C5220E0707932D0F852581C40027040C/$FILE/David-J-Shulkin-09.16.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
768,10/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2C3475C2AE32100D852581C3002C207C/$FILE/Sullivan John EA Certification 1 of 1.pdf,"Sullivan, John J",Department of State,Deputy Secretary
769,10/20/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/341ABDFF6BF9CE35852581BF0027012C/$FILE/Benjamin-S-Carson-Sr-09.20.2017-278T.pdf,"Carson, Benjamin S",Department Of Housing And Urban Development,Secretary
770,10/18/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5EA5C41DD17F11A7852581BD002C204A/$FILE/Shanahan EA Certification 1 of 1.pdf,"Shanahan, Patrick M",Department of Defense/Office of The Secretary,Deputy Secretary
771,10/18/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1E6BCC49DA2291CA852581BD002C1F80/$FILE/Bowman, Thomas, ea certification 1 of 1.pdf","Bowman, Thomas G",Department of Veterans Affairs,Deputy Secretary
772,10/17/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3AAA2AC39738311C852581BC002C1FA4/$FILE/Bernhardt, EA Certifcation 1 of 1.pdf","Bernhardt, David L",Department of The Interior,Deputy Secretary
773,10/14/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BDB65854858D84DE852581B90026ECA2/$FILE/Stanley-Fischer-09.19.2017-278T.pdf,"Fischer, Stanley",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
774,10/14/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Quarles,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
775,10/13/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BA705EADB49715C3852581B80026EE5F/$FILE/Jerome-H-Powell-09.18.2017-278T.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
776,10/12/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/00C2618C047F3CD2852581B70026EF08/$FILE/Jeffrey-A-Rosen-06.27.2017-278T.pdf,"Rosen, Jeffrey A",Department Of Transportation,Deputy Secretary Of Transportation
777,10/12/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Quarles,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
778,10/12/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Spencer,"Spencer, Richard V",Department of The Navy,Secretary
779,10/06/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5C95DADC6D03A626852581B10026F08C/$FILE/Heather-A-Wilson-08.04.2017-278T.pdf,"Wilson, Heather A",Department Of The Air Force,Secretary
780,10/05/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4407D9F428FEDA27852581B00026F3F2/$FILE/Melvin-L-Watt-07.17.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
781,10/05/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8428AF2FF34224AB852581B00026F3EC/$FILE/Melvin-L-Watt-08.15.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
782,10/05/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0A4AC75C5E38AD81852581B00026F2C0/$FILE/Wilbur-L-Ross-09.11.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
783,10/04/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Shanahan,"Shanahan, Patrick M",Department of Defense/Office of The Secretary,Deputy Secretary
784,10/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F7D810C09F6693A3852581AE002C0D3C/$FILE/Gordon EA Certification 1 of 1.pdf,"Gordon, Susan M",Office of Director of National Intelligence,Principal Deputy Director of National Intelligence
785,09/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/14A8872E6D95319A852581A8002C0AB4/$FILE/Patenaude EA Certification 1 of 1.pdf,"Patenaude, Pamela H",Department of Housing and Urban Development,Deputy Secretary
786,09/26/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/29D58830F1C0A973852581A70026F275/$FILE/William-B-Long-09.06.2017-278T.pdf,"Long, William B",Department of Homeland Security,Administrator for the FEMA
787,09/21/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Lord,"Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
788,09/20/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C24AE4C25DC75CB1852581A1002703F0/$FILE/Pon, Jeff Tien Han  final278.pdf","Pon, Jeff Tien Han",Office Of Personnel Management,Director
789,09/19/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/498DA6893EC0BF4F852581A0002C20ED/$FILE/Long EA Certification 1 of 1.pdf,"Long, William B",Department of Homeland Security,"Administrator, Federal Emergency Management Agency"
790,09/19/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/061915F6A6986582852581A00027069A/$FILE/Weichert, Margaret M.  final278.pdf","Weichert, Margaret M",Office Of Management And Budget,Deputy Director for Management
791,09/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/090BDBF375BC95FA8525819C0027022C/$FILE/Elisabeth-P-DeVos-08.25.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
792,09/14/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/80C3661995F62C1A8525819B002701D1/$FILE/Bridenstine, James F.  final278.pdf","Bridenstine, James F",National Aeronautics And Space Administration,Administrator
793,09/13/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Long,"Long, William B",Department of Homeland Security,"Administrator, Federal Emergency Management Agency"
794,09/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Ross,"Ross, Wilbur L",Department of Commerce,Secretary
795,09/01/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Bernhardt,"Bernhardt, David L",Department of The Interior,Deputy Secretary
796,08/29/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8012E86445310B108525818B00270490/$FILE/Lael-Brainard-2017-278.pdf,"Brainard, Lael",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
797,08/18/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D55B376FB727C41685258180002C0FE6/$FILE/EA Certification Rosen 1 of 1.pdf,"Rosen, Jeffrey A",Department of Transportation,Deputy Secretary
798,08/17/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B1A4DADB4C16B9848525817F0026F1EE/$FILE/Stanley-Fischer-2017-278.pdf,"Fischer, Stanley",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
799,08/16/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3C5F8EFA8FDAECAB8525817E0026F3D0/$FILE/Jerome-H-Powell-08.14.2017-278T.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
800,08/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6B9C666BADF681C08525817D0026F3DB/$FILE/Robert-E-Lighthizer-08.02.2017-278T.pdf,"Lighthizer, Robert E",Office Of The Us Trade Representative,Us Trade Representative
801,08/12/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F9023A4678F44F388525817A0026F36A/$FILE/Steven-T-Mnuchin-06.07.2017-278T.pdf,"Mnuchin, Steven T",Department of The Treasury,Secretary
802,08/12/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D748D0449469B1D68525817A0026F368/$FILE/Steven-T-Mnuchin-07.14.2017-278T.pdf,"Mnuchin, Steven T",Department of The Treasury,Secretary
803,08/12/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0804E219026DF9098525817A0026F147/$FILE/Elisabeth-P-DeVos-07.30.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
804,08/12/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Lighthizer,"Lighthizer, Robert E",Office of The Us Trade Representative,U.S. Trade Representative
805,08/09/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DED727348E765E1285258177002C0FA9/$FILE/Wilson EA Certification 1 of 1.pdf,"Wilson, Heather A",Department of The Air Force,Secretary
806,08/04/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D55E8138F015F70E852581720026F226/$FILE/Stanley-Fischer-07.28.2017-278T.pdf,"Fischer, Stanley",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
807,08/01/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B3151F07C3BF57438525816F0026F4F2/$FILE/Rex-W-Tillerson-04.24.2017-278T.pdf,"Tillerson, Rex W",Department Of State,Secretary
808,08/01/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E5714AAE41275B6A8525816F0026F41F/$FILE/Thomas-E-Price-07.17.2017-278T.pdf,"Price, Thomas E",Department Of Health And Human Services,Secretary
809,08/01/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Sullivan,"Sullivan, John J",Department of State,Deputy Secretary
810,07/28/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E471340212E562A38525816B002C0F53/$FILE/Acosta Ethics Certification 1 of 1.pdf,"Acosta, Rene Alexander",Department of Labor,Secretary
811,07/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F60E5E3212679DB88525816A0026F16B/$FILE/Elisabeth-P-DeVos-06.30.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
812,07/26/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Wilson,"Wilson, Heather A",Department of The Air Force,Secretary
813,07/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5FBEE0FA390C5D6885258167006370A2/$FILE/Perdue III EA Certification 1 of 1.pdf,"Perdue, George E",Department of Agriculture,Secretary
814,07/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/623AD28A67289DC0852581670058A1CF/$FILE/Certification EA Rosenstein 1 of 1.pdf,"Rosenstein, Rod J",Department of Justice,Deputy Attorney General
815,07/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/74C6D48EAA0C054F852581670058A19F/$FILE/Duke Certification 1 of 1.pdf,"Duke, Elaine C",Department of Homeland Security,Deputy Secretary
816,07/21/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D95A680657F2EB81852581640026F35D/$FILE/Wilbur-L-Ross-07.14.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
817,07/21/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CE983746682D99C6852581640026F218/$FILE/John-F-Kerry-2017-278TERM.pdf,"Kerry, John F",Department Of State,Secretary
818,07/21/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6EE316A2DB6C7FDF852581640026F0D9/$FILE/Elaine-L-Chao-06.12.2017-278T.pdf,"Chao, Elaine L",Department Of Transportation,Secretary
819,07/20/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4F3C34849728CDED852581630026F5B6/$FILE/Nicholas-J-Rasmussen-2017-278.pdf,"Rasmussen, Nicholas J",Office Of Director Of National Intelligence,"Director, National Counterterrorism Center"
820,07/14/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Ross,"Ross, Wilbur L",Department of Commerce,Secretary
821,07/13/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E7A95747D92A4FE88525815C00270433/$FILE/Thomas-E-Price-05.12.2017-278T.pdf,"Price, Thomas E",Department Of Health And Human Services,Secretary
822,07/13/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D9FA80940054BA768525815C0027042B/$FILE/Jerome-H-Powell-07.05.2017-278T.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
823,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E6655F10FA2698DC8525815A006BF536/$FILE/David-J-Shulkin-06.12.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
824,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E54DC5C9281668888525815A006BF4E1/$FILE/Jerome-H-Powell-2017-278.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
825,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F0EC01CBA5E4ED568525815A006BF43B/$FILE/Raymond-E-Mabus-2017-278Term.pdf,"Mabus, Raymond E",Department Of The Navy,Secretary
826,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FEE45138397625FD8525815A00270859/$FILE/Melvin-L-Watt-06.16.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
827,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9D91F34ADFB4149D8525815A00270856/$FILE/Melvin-L-Watt-06.02.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
828,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1F9BD9045AEAEE408525815A0027071D/$FILE/Thomas-E-Price-06.13.2017-278T.pdf,"Price, Thomas E",Department Of Health And Human Services,Secretary
829,07/11/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3E6413966BCFAEDD8525815A0027048E/$FILE/Gordon, Susan M.  final278.pdf","Gordon, Susan M",Office Of Director Of National Intelligence,Principal Deputy Director
830,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8A3D252522BC993E8525815A002703F5/$FILE/Elizabeth-P-DeVos-06.01.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
831,07/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EA5CF12C789048D58525815A0027039B/$FILE/France-A-Cordova-2017-278.pdf,"Cordova, France A",National Science Foundation,Director
832,07/11/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/E75CB1C63E7CCF1D8525815A0027030B/$FILE/Bowman, Thomas G.  final278.pdf","Bowman, Thomas G",Department Of Veterans Affairs,Deputy Secretary
833,07/01/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FEF78679F02524F185258150002700E8/$FILE/Melvin-L-Watt-04.19.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
834,07/01/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6FFC51E43F8962F8852581500027004B/$FILE/Wilbur-L-Ross-06.02.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
835,06/28/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/872C473324A91CB68525814D00270031/$FILE/Pizzella, Patrick  final278.pdf","Pizzella, Patrick",Department Of Labor,Deputy Secretary
836,06/27/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Rosenstein,"Rosenstein, Rod J",Department of Justice,Deputy Attorney General
837,06/27/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Kan,"Kan, Derek T",Department of Transportation,Under Secretary for Policy
838,06/21/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A28CC2CA0AB89E398525814600272FE9/$FILE/Wilbur-L-Ross-06.01.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
839,06/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F8F8A13687EFF8AE852581400026FE1E/$FILE/Jerome-H-Powell-06.06.2017-278T.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
840,06/14/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1D4749934404E9448525813F002700FD/$FILE/Spencer, Richard V.  final278.pdf","Spencer, Richard V",Department Of The Navy,Secretary
841,06/13/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/592A9BB4FF111CEA8525813E002C1B51/$FILE/Perry, James Richard certification 1 of 1.pdf","Perry, James Richard",Department of Energy,Secretary
842,06/11/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/69D7F1B86F352DAA8525813C0026F837/$FILE/Shanahan, Patrick  final278.pdf","Shanahan, Patrick M",Department Of Defense/Office Of The Secretary,Deputy Secretary
843,06/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D03F32229184B0328525813B0026F7CD/$FILE/Thomas-E-Price-04.13.2017-278T.pdf,"Price, Thomas E",Department Of Health And Human Services,Secretary
844,06/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5C79AD91FF06B6928525813B0026F61F/$FILE/Anthony-R-Foxx-2017-278Term.pdf,"Foxx, Anthony R",Department Of Transportation,Secretary
845,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Pritzker,"Pritzker, Penny S",Department of Commerce,Secretary
846,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=James,"James, Deborah L",Department of The Air Force,Secretary
847,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Mnuchin,"Mnuchin, Steven T",Department of The Treasury,Secretary
848,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Stein,"Stein, Jeremy C",Federal Reserve System Board of Governors,Governor
849,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Kerry,"Kerry, John F",Department of State,Secretary
850,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Burwell,"Burwell, Sylvia M",Office of Management and Budget,Director
851,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Mayorkas,"Mayorkas, Alejandro N",Department of Homeland Security,Deputy Secretary
852,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Mabus,"Mabus, Raymond E",Department of The Navy,Secretary
853,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=McDonald,"McDonald, Robert A",Department of Veterans Affairs,Secretary
854,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Hagel,"Hagel, Charles T.",Department of Defense/Office of The Secretary,Secretary
855,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Perry,"Perry, James Richard",Department of Energy,Secretary
856,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=James,"James, Deborah L",Department of The Air Force,Secretary
857,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Lu,"Lu, Christopher P",Department of Labor,Deputy Secretary
858,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Mulvaney,"Mulvaney, John Michael ""Mick""",Office of Management and Budget,Director
859,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Kendall,"Kendall, Frank",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
860,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Fischer,"Fischer, Stanley",Federal Reserve System Board of Governors,Governor
861,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Tillerson,"Tillerson, Rex W",Department of State,Secretary
862,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Ross,"Ross, Wilbur L",Department of Commerce,Secretary
863,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Ross,"Ross, Wilbur L",Department of Commerce,Secretary
864,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Hagel,"Hagel, Charles T.",Department of Defense/Office of The Secretary,Secretary
865,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Jewell,"Jewell, Sarah MR",Department of The Interior,Secretary
866,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Kerlikowske,"Kerlikowske, Richard G",Office of National Drug Control Policy,Director
867,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Deyo,"Deyo, Russell C",Department of Homeland Security,Under Secretary for Management
868,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Price,"Price, Thomas E",Department of Health and Human Services,Secretary
869,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Froman,"Froman, Michael B G",Office of The Us Trade Representative,U.S. Trade Representative
870,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Sessions,"Sessions, Jefferson B",Department of Justice,Attorney General
871,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Powell,"Powell, Jerome H",Federal Reserve System Board of Governors,Governor
872,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Gibson,"Gibson, Sloan D",Department of Veterans Affairs,Deputy Secretary
873,06/08/2017,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Cobert,"Cobert, Beth F",Office of Management and Budget,Deputy Director for Management
874,06/07/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A08A0BED848BE1F585258138002C1525/$FILE/Zinke, Ryan EA certification 1 of 1.pdf","Zinke, Ryan",Department of The Interior,Secretary
875,06/07/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1BD3589782591A6D852581380026FBEE/$FILE/James-Richard-Perry-06.05.2017-278T.pdf,"Perry, James Richard",Department Of Energy,Secretary
876,06/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8917EC2E96C12684852581340026F78A/$FILE/Alejandro-N-Mayorkas-2017-278Term.pdf,"Mayorkas, Alejandro N",Department of Homeland Security,Deputy Secretary of Homeland Security
877,06/01/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A660A5801E88974B8525813200685C6B/$FILE/Mnuchin, Steven T EA Cert 1 & Cert 2.pdf","Mnuchin, Steven T",Department of The Treasury,Secretary
